source_dataset,record_id,distance_km,weather_condition,traffic_level,time_of_day,vehicle_type,gig_type,temperature_c,humidity_pct,precipitation_mm,preparation_time_min,courier_experience_yrs,worker_age,worker_rating,order_type,delivery_time_min,congestion_ratio,weather_risk,traffic_risk,news_risk,context_mult,severity_score,claim_triggered,risk_band,coverage_amount,payout_estimate
,807,18.72,Rain,Medium,Afternoon,cycle,delivery,24.0,85.0,2.5,17.0,0.0,29.0,4.7,Unknown,89.0,0.5,27.5,50.0,0.0,1.5,35.37,0,Moderate,5000,1768.4999999999998
,920,3.23,Clear,Low,Nan,cycle,delivery,29.0,45.0,0.0,7.0,7.0,29.0,4.7,Unknown,14.0,0.25,0.0,25.0,0.0,1.5,16.59,0,Low,5000,829.5
,625,12.56,Clear,Low,Morning,car,delivery,29.0,45.0,0.0,22.0,8.0,29.0,4.7,Unknown,49.0,0.25,0.0,25.0,0.0,0.8,11.74,0,Low,5000,587.0
,875,1.0,Snow,Medium,Morning,cycle,delivery,0.0,88.0,1.5,28.0,0.0,29.0,4.7,Unknown,51.0,0.5,58.1,50.0,0.0,1.5,46.97,1,Moderate,5000,2348.5
,761,3.46,Clear,Low,Morning,cycle,delivery,29.0,45.0,0.0,24.0,6.0,29.0,4.7,Unknown,37.0,0.25,0.0,25.0,0.0,1.5,18.3,0,Low,5000,915.0
,387,6.0,Snow,Low,Morning,car,delivery,0.0,88.0,1.5,20.0,8.0,29.0,4.7,Unknown,53.0,0.25,58.1,25.0,0.0,0.8,32.96,0,Moderate,5000,1648.0
,973,14.79,Clear,Medium,Morning,scooter,delivery,29.0,45.0,0.0,12.0,9.0,29.0,4.7,Unknown,64.0,0.5,0.0,50.0,0.0,1.3,23.77,0,Low,5000,1188.5
,510,14.65,Snow,High,Morning,car,delivery,0.0,88.0,1.5,19.0,3.0,29.0,4.7,Unknown,95.0,0.75,58.1,75.0,0.0,0.8,53.77,1,Moderate,5000,2688.5000000000005
,268,14.2,Clear,Medium,Afternoon,cycle,delivery,29.0,45.0,0.0,17.0,1.0,29.0,4.7,Unknown,73.0,0.5,0.0,50.0,0.0,1.5,24.96,0,Low,5000,1248.0
,820,7.04,Clear,Low,Afternoon,cycle,delivery,29.0,45.0,0.0,11.0,8.0,29.0,4.7,Unknown,38.0,0.25,0.0,25.0,0.0,1.5,16.4,0,Low,5000,819.9999999999999
,442,19.74,Clear,Medium,Afternoon,car,delivery,29.0,45.0,0.0,16.0,1.0,29.0,4.7,Unknown,98.0,0.5,0.0,50.0,0.0,0.8,22.47,1,Low,5000,1123.5
,497,11.88,Rain,Medium,Evening,cycle,delivery,24.0,85.0,2.5,20.0,8.0,29.0,4.7,Unknown,69.0,0.5,27.5,50.0,0.0,1.5,34.42,0,Moderate,5000,1721.0
,113,18.63,Clear,Low,Evening,cycle,delivery,29.0,45.0,0.0,26.0,8.0,29.0,4.7,Unknown,75.0,0.25,0.0,25.0,0.0,1.5,14.61,0,Low,5000,730.5
,692,8.8,Rain,Medium,Afternoon,cycle,delivery,24.0,85.0,2.5,6.0,2.0,29.0,4.7,Unknown,38.0,0.5,27.5,50.0,0.0,1.5,35.38,0,Moderate,5000,1769.0
,233,11.75,Clear,High,Morning,cycle,delivery,29.0,45.0,0.0,9.0,2.0,29.0,4.7,Unknown,55.0,0.75,0.0,75.0,0.0,1.5,33.67,1,Moderate,5000,1683.5
,870,18.95,Snow,Low,Morning,car,delivery,0.0,88.0,1.5,27.0,0.0,29.0,4.7,Unknown,92.0,0.25,58.1,25.0,0.0,0.8,36.77,0,Moderate,5000,1838.5000000000002
,608,7.6,Fog,Low,Morning,cycle,delivery,22.0,80.0,0.1,16.0,4.0,29.0,4.7,Unknown,48.0,0.25,16.5,25.0,0.0,1.5,23.6,0,Low,5000,1180.0
,672,17.99,Fog,Low,Morning,car,delivery,22.0,80.0,0.1,11.0,2.0,29.0,4.7,Unknown,84.0,0.25,16.5,25.0,0.0,0.8,17.33,1,Low,5000,866.4999999999999
,374,13.82,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,21.0,9.0,29.0,4.7,Unknown,72.0,0.5,0.0,50.0,0.0,1.5,26.46,0,Low,5000,1323.0
,982,15.53,Fog,Low,Evening,cycle,delivery,22.0,80.0,0.1,26.0,7.0,29.0,4.7,Unknown,68.0,0.25,16.5,25.0,0.0,1.5,22.64,1,Low,5000,1132.0
,843,3.97,Clear,High,Afternoon,cycle,delivery,29.0,45.0,0.0,19.0,8.0,29.0,4.7,Unknown,40.0,0.75,0.0,75.0,0.0,1.5,36.37,0,Moderate,5000,1818.4999999999998
,234,10.1,Clear,High,Morning,car,delivery,29.0,45.0,0.0,17.0,6.0,29.0,4.7,Unknown,55.0,0.75,0.0,75.0,0.0,0.8,29.2,0,Low,5000,1460.0
,786,18.21,Fog,Low,Morning,cycle,delivery,22.0,80.0,0.1,5.0,1.0,29.0,4.7,Unknown,70.0,0.25,16.5,25.0,0.0,1.5,22.4,0,Low,5000,1119.9999999999998
,677,2.68,Clear,Low,Morning,cycle,delivery,29.0,45.0,0.0,16.0,8.0,29.0,4.7,Unknown,25.0,0.25,0.0,25.0,0.0,1.5,16.05,0,Low,5000,802.5
,318,3.88,Snow,Low,Morning,cycle,delivery,0.0,88.0,1.5,9.0,6.0,29.0,4.7,Unknown,33.0,0.25,58.1,25.0,0.0,1.5,36.71,0,Moderate,5000,1835.5
,649,15.89,Snow,Medium,Afternoon,car,delivery,0.0,88.0,1.5,15.0,9.0,29.0,4.7,Unknown,91.0,0.5,58.1,50.0,0.0,0.8,40.07,1,Moderate,5000,2003.5
,411,6.73,Clear,Medium,Afternoon,cycle,delivery,29.0,45.0,0.0,21.0,1.0,29.0,4.7,Unknown,54.0,0.5,0.0,50.0,0.0,1.5,26.15,1,Low,5000,1307.5
,899,0.75,Clear,Medium,Afternoon,cycle,delivery,29.0,45.0,0.0,10.0,5.0,29.0,4.7,Unknown,16.0,0.5,0.0,50.0,0.0,1.5,25.84,0,Low,5000,1292.0
,710,13.79,Rain,Low,Night,scooter,delivery,24.0,85.0,2.5,11.0,0.0,29.0,4.7,Unknown,69.0,0.25,27.5,25.0,0.0,1.3,27.45,0,Low,5000,1372.4999999999998
,359,18.83,Clear,Medium,Evening,scooter,delivery,29.0,45.0,0.0,5.0,8.0,29.0,4.7,Unknown,69.0,0.5,0.0,50.0,0.0,1.3,23.98,0,Low,5000,1199.0
,259,11.62,Clear,Low,Afternoon,cycle,delivery,29.0,45.0,0.0,9.0,8.0,29.0,4.7,Unknown,33.0,0.25,0.0,25.0,0.0,1.5,15.43,0,Low,5000,771.5
,745,5.03,Clear,Medium,Morning,cycle,delivery,29.0,45.0,0.0,17.0,5.0,29.0,4.7,Unknown,38.0,0.5,0.0,50.0,0.0,1.5,26.58,0,Low,5000,1329.0
,628,15.08,Rain,Medium,Evening,scooter,delivery,24.0,85.0,2.5,26.0,1.0,29.0,4.7,Unknown,94.0,0.5,27.5,50.0,0.0,1.3,32.03,0,Moderate,5000,1601.5000000000002
,633,10.48,Rain,Low,Afternoon,car,delivery,24.0,85.0,2.5,10.0,7.0,29.0,4.7,Unknown,45.0,0.25,27.5,25.0,0.0,0.8,24.55,0,Low,5000,1227.5
,283,7.82,Rain,Medium,Evening,cycle,delivery,24.0,85.0,2.5,16.0,8.0,29.0,4.7,Unknown,45.0,0.5,27.5,50.0,0.0,1.5,36.79,0,Moderate,5000,1839.5
,377,16.98,Clear,Low,Nan,cycle,delivery,29.0,45.0,0.0,11.0,6.0,29.0,4.7,Unknown,78.0,0.25,0.0,25.0,0.0,1.5,18.76,0,Low,5000,938.0000000000001
,385,14.83,Rain,Low,Morning,car,delivery,24.0,85.0,2.5,19.0,4.0,29.0,4.7,Unknown,126.0,0.25,27.5,25.0,0.0,0.8,23.13,0,Low,5000,1156.5
,225,5.67,Clear,Low,Morning,scooter,delivery,29.0,45.0,0.0,11.0,9.0,29.0,4.7,Unknown,27.0,0.25,0.0,25.0,0.0,1.3,14.28,0,Low,5000,713.9999999999999
,954,18.33,Snow,Medium,Morning,scooter,delivery,0.0,88.0,1.5,5.0,5.0,29.0,4.7,Unknown,67.0,0.5,58.1,50.0,0.0,1.3,44.56,1,Moderate,5000,2228.0
,815,17.46,Clear,Medium,Morning,scooter,delivery,29.0,45.0,0.0,6.0,5.0,29.0,4.7,Unknown,62.0,0.5,0.0,50.0,0.0,1.3,24.76,0,Low,5000,1238.0
,473,1.34,Fog,High,Evening,cycle,delivery,22.0,80.0,0.1,9.0,5.0,29.0,4.7,Unknown,30.0,0.75,16.5,75.0,0.0,1.5,38.4,1,Moderate,5000,1920.0
,348,1.38,Clear,Low,Morning,scooter,delivery,29.0,45.0,0.0,13.0,9.0,29.0,4.7,Unknown,17.0,0.25,0.0,25.0,0.0,1.3,17.92,0,Low,5000,896.0000000000001
,506,3.67,Clear,Low,Nan,cycle,delivery,29.0,45.0,0.0,9.0,0.0,29.0,4.7,Unknown,26.0,0.25,0.0,25.0,0.0,1.5,17.41,0,Low,5000,870.5
,640,7.86,Windy,Medium,Morning,car,delivery,23.0,55.0,0.0,22.0,2.0,29.0,4.7,Unknown,55.0,0.5,7.0,50.0,0.0,0.8,22.17,0,Low,5000,1108.5
,988,8.98,Clear,Medium,Afternoon,scooter,delivery,29.0,45.0,0.0,22.0,8.0,29.0,4.7,Unknown,105.0,0.5,0.0,50.0,0.0,1.3,27.77,0,Low,5000,1388.5
,929,12.85,Rain,Medium,Evening,scooter,delivery,24.0,85.0,2.5,6.0,7.0,29.0,4.7,Unknown,61.0,0.5,27.5,50.0,0.0,1.3,33.81,0,Moderate,5000,1690.5
,906,17.91,Clear,Low,Afternoon,cycle,delivery,29.0,45.0,0.0,6.0,7.0,29.0,4.7,Unknown,68.0,0.25,0.0,25.0,0.0,1.5,14.06,1,Low,5000,703.0
,620,15.09,Snow,Low,Morning,car,delivery,0.0,88.0,1.5,20.0,7.0,29.0,4.7,Unknown,68.0,0.25,58.1,25.0,0.0,0.8,31.43,0,Moderate,5000,1571.5000000000002
,856,4.22,Clear,Medium,Morning,cycle,delivery,29.0,45.0,0.0,16.0,7.0,29.0,4.7,Unknown,35.0,0.5,0.0,50.0,0.0,1.5,27.98,1,Low,5000,1399.0
,804,12.33,Clear,High,Night,cycle,delivery,29.0,45.0,0.0,7.0,2.0,29.0,4.7,Unknown,101.0,0.75,0.0,75.0,0.0,1.5,37.4,0,Moderate,5000,1870.0
,646,17.87,Snow,Low,Morning,scooter,delivery,0.0,88.0,1.5,29.0,4.0,29.0,4.7,Unknown,87.0,0.25,58.1,25.0,0.0,1.3,37.61,0,Moderate,5000,1880.5
,847,2.16,Clear,Medium,Night,car,delivery,29.0,45.0,0.0,10.0,1.0,29.0,4.7,Unknown,23.0,0.5,0.0,50.0,0.0,0.8,24.14,0,Low,5000,1207.0
,557,3.11,Rain,Medium,Morning,scooter,delivery,24.0,85.0,2.5,21.0,1.0,29.0,4.7,Unknown,43.0,0.5,27.5,50.0,0.0,1.3,36.05,0,Moderate,5000,1802.5
,958,1.42,Clear,High,Afternoon,scooter,delivery,29.0,45.0,0.0,24.0,2.0,29.0,4.7,Unknown,40.0,0.75,0.0,75.0,0.0,1.3,33.86,0,Moderate,5000,1693.0
,578,18.57,Rain,Medium,Afternoon,cycle,delivery,24.0,85.0,2.5,16.0,7.0,29.0,4.7,Unknown,89.0,0.5,27.5,50.0,0.0,1.5,35.28,0,Moderate,5000,1764.0
,796,17.51,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,15.0,3.0,29.0,4.7,Unknown,60.0,0.5,0.0,50.0,0.0,1.5,26.08,0,Low,5000,1303.9999999999998
,86,6.84,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,25.0,1.0,29.0,4.7,Unknown,51.0,0.5,0.0,50.0,0.0,1.5,26.47,0,Low,5000,1323.5
,243,18.34,Snow,Medium,Afternoon,scooter,delivery,0.0,88.0,1.5,22.0,5.0,29.0,4.7,Unknown,91.0,0.5,58.1,50.0,0.0,1.3,42.86,1,Moderate,5000,2143.0
,699,3.51,Windy,Medium,Night,cycle,delivery,23.0,55.0,0.0,22.0,2.0,29.0,4.7,Unknown,44.0,0.5,7.0,50.0,0.0,1.5,28.91,0,Low,5000,1445.5000000000002
,160,14.7,Clear,Medium,Morning,scooter,delivery,29.0,45.0,0.0,6.0,2.0,29.0,4.7,Unknown,58.0,0.5,0.0,50.0,0.0,1.3,26.92,0,Low,5000,1346.0
,525,16.85,Clear,High,Morning,car,delivery,29.0,45.0,0.0,17.0,4.0,29.0,4.7,Unknown,71.0,0.75,0.0,75.0,0.0,0.8,29.84,0,Low,5000,1492.0
,36,16.26,Rain,Low,Morning,car,delivery,24.0,85.0,2.5,27.0,5.0,29.0,4.7,Unknown,66.0,0.25,27.5,25.0,0.0,0.8,21.75,0,Low,5000,1087.5
,541,19.1,Snow,Medium,Morning,cycle,delivery,0.0,88.0,1.5,25.0,6.0,29.0,4.7,Unknown,90.0,0.5,58.1,50.0,0.0,1.5,46.29,0,Moderate,5000,2314.5
,171,13.71,Rain,Medium,Evening,cycle,delivery,24.0,85.0,2.5,22.0,9.0,29.0,4.7,Unknown,64.0,0.5,27.5,50.0,0.0,1.5,33.32,1,Moderate,5000,1666.0
,655,8.92,Clear,Medium,Nan,cycle,delivery,29.0,45.0,0.0,10.0,1.0,29.0,4.7,Unknown,51.0,0.5,0.0,50.0,0.0,1.5,22.37,0,Low,5000,1118.5
,891,14.58,Clear,Low,Evening,cycle,delivery,29.0,45.0,0.0,23.0,0.0,29.0,4.7,Unknown,70.0,0.25,0.0,25.0,0.0,1.5,18.55,0,Low,5000,927.5
,858,9.71,Clear,Low,Afternoon,car,delivery,29.0,45.0,0.0,27.0,5.0,29.0,4.7,Unknown,61.0,0.25,0.0,25.0,0.0,0.8,11.85,0,Low,5000,592.5
,848,19.94,Clear,Low,Afternoon,cycle,delivery,29.0,45.0,0.0,26.0,6.0,29.0,4.7,Unknown,83.0,0.25,0.0,25.0,0.0,1.5,16.29,0,Low,5000,814.5
,945,4.53,Snow,Medium,Morning,scooter,delivery,0.0,88.0,1.5,18.0,4.0,29.0,4.7,Unknown,49.0,0.5,58.1,50.0,0.0,1.3,43.12,1,Moderate,5000,2156.0
,734,10.7,Clear,High,Afternoon,car,delivery,29.0,45.0,0.0,8.0,4.0,29.0,4.7,Unknown,57.0,0.75,0.0,75.0,0.0,0.8,32.8,0,Moderate,5000,1639.9999999999998
,96,10.13,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,22.0,0.0,29.0,4.7,Unknown,65.0,0.5,0.0,50.0,0.0,1.5,26.71,0,Low,5000,1335.5
,564,0.78,Clear,Low,Afternoon,cycle,delivery,29.0,45.0,0.0,11.0,0.0,29.0,4.7,Unknown,18.0,0.25,0.0,25.0,0.0,1.5,15.77,0,Low,5000,788.5
,241,18.84,Fog,Medium,Afternoon,scooter,delivery,22.0,80.0,0.1,25.0,8.0,29.0,4.7,Unknown,88.0,0.5,16.5,50.0,0.0,1.3,27.41,0,Low,5000,1370.5
,743,15.08,Snow,Low,Evening,cycle,delivery,0.0,88.0,1.5,29.0,7.0,29.0,4.7,Unknown,84.0,0.25,58.1,25.0,0.0,1.5,35.9,0,Moderate,5000,1795.0
,575,17.32,Clear,Low,Evening,scooter,delivery,29.0,45.0,0.0,10.0,3.0,29.0,4.7,Unknown,77.0,0.25,0.0,25.0,0.0,1.3,16.39,0,Low,5000,819.5000000000001
,691,6.81,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,23.0,2.0,29.0,4.7,Unknown,47.0,0.5,0.0,50.0,0.0,1.5,25.38,0,Low,5000,1268.9999999999998
,461,2.79,Clear,High,Morning,cycle,delivery,29.0,45.0,0.0,23.0,7.0,29.0,4.7,Unknown,38.0,0.75,0.0,75.0,0.0,1.5,33.97,0,Moderate,5000,1698.5
,554,11.44,Fog,High,Afternoon,car,delivery,22.0,80.0,0.1,14.0,4.0,29.0,4.7,Unknown,74.0,0.75,16.5,75.0,0.0,0.8,36.44,1,Moderate,5000,1822.0
,889,2.44,Snow,High,Evening,cycle,delivery,0.0,88.0,1.5,13.0,9.0,29.0,4.7,Unknown,39.0,0.75,58.1,75.0,0.0,1.5,55.61,1,Moderate,5000,2780.5
,207,2.48,Rain,Low,Evening,scooter,delivery,24.0,85.0,2.5,20.0,8.0,29.0,4.7,Unknown,30.0,0.25,27.5,25.0,0.0,1.3,24.8,0,Low,5000,1240.0
,393,7.75,Clear,Medium,Evening,scooter,delivery,29.0,45.0,0.0,21.0,1.0,29.0,4.7,Unknown,55.0,0.5,0.0,50.0,0.0,1.3,24.9,0,Low,5000,1245.0
,795,0.85,Clear,Medium,Morning,cycle,delivery,29.0,45.0,0.0,9.0,8.0,29.0,4.7,Unknown,17.0,0.5,0.0,50.0,0.0,1.5,23.03,0,Low,5000,1151.5
,398,8.87,Clear,Low,Evening,cycle,delivery,29.0,45.0,0.0,19.0,3.0,29.0,4.7,Unknown,55.0,0.25,0.0,25.0,0.0,1.5,21.36,0,Low,5000,1068.0
,767,15.37,Snow,Medium,Afternoon,car,delivery,0.0,88.0,1.5,15.0,5.0,29.0,4.7,Unknown,66.0,0.5,58.1,50.0,0.0,0.8,41.27,1,Moderate,5000,2063.5
,849,10.29,Fog,Medium,Evening,scooter,delivery,22.0,80.0,0.1,25.0,4.0,29.0,4.7,Unknown,67.0,0.5,16.5,50.0,0.0,1.3,30.18,0,Moderate,5000,1509.0
,218,15.06,Rain,Low,Morning,cycle,delivery,24.0,85.0,2.5,22.0,4.0,29.0,4.7,Unknown,65.0,0.25,27.5,25.0,0.0,1.5,27.01,0,Low,5000,1350.5
,5,3.54,Fog,Low,Nan,cycle,delivery,22.0,80.0,0.1,23.0,7.0,29.0,4.7,Unknown,37.0,0.25,16.5,25.0,0.0,1.5,21.2,0,Low,5000,1060.0
,769,7.17,Clear,Medium,Morning,scooter,delivery,29.0,45.0,0.0,7.0,9.0,29.0,4.7,Unknown,29.0,0.5,0.0,50.0,0.0,1.3,24.02,0,Low,5000,1201.0
,643,4.62,Rain,Medium,Afternoon,car,delivery,24.0,85.0,2.5,8.0,3.0,29.0,4.7,Unknown,33.0,0.5,27.5,50.0,0.0,0.8,31.11,0,Moderate,5000,1555.5
,930,5.53,Clear,Low,Morning,car,delivery,29.0,45.0,0.0,10.0,8.0,29.0,4.7,Unknown,27.0,0.25,0.0,25.0,0.0,0.8,10.92,0,Low,5000,546.0
,613,12.74,Rain,Low,Afternoon,cycle,delivery,24.0,85.0,2.5,17.0,9.0,29.0,4.7,Unknown,63.0,0.25,27.5,25.0,0.0,1.5,26.76,0,Low,5000,1338.0
,739,9.06,Clear,High,Evening,cycle,delivery,29.0,45.0,0.0,26.0,3.0,29.0,4.7,Unknown,61.0,0.75,0.0,75.0,0.0,1.5,30.45,0,Moderate,5000,1522.5
,547,2.71,Fog,Low,Morning,cycle,delivery,22.0,80.0,0.1,6.0,0.0,29.0,4.7,Unknown,28.0,0.25,16.5,25.0,0.0,1.5,25.53,1,Low,5000,1276.5000000000002
,726,16.92,Clear,Low,Night,cycle,delivery,29.0,45.0,0.0,23.0,5.0,29.0,4.7,Unknown,78.0,0.25,0.0,25.0,0.0,1.5,17.84,0,Low,5000,892.0
,684,13.54,Fog,Low,Morning,cycle,delivery,22.0,80.0,0.1,11.0,1.0,29.0,4.7,Unknown,54.0,0.25,16.5,25.0,0.0,1.5,23.3,0,Low,5000,1165.0
,99,1.0,Snow,Medium,Morning,cycle,delivery,0.0,88.0,1.5,25.0,4.0,29.0,4.7,Unknown,44.0,0.5,58.1,50.0,0.0,1.5,41.87,1,Moderate,5000,2093.5
,805,8.77,Clear,Medium,Morning,car,delivery,29.0,45.0,0.0,12.0,2.0,29.0,4.7,Unknown,42.0,0.5,0.0,50.0,0.0,0.8,19.91,0,Low,5000,995.5
,728,16.01,Windy,Low,Morning,car,delivery,23.0,55.0,0.0,28.0,0.0,29.0,4.7,Unknown,84.0,0.25,7.0,25.0,0.0,0.8,17.98,0,Low,5000,899.0000000000001
,574,12.63,Fog,Medium,Night,scooter,delivery,22.0,80.0,0.1,8.0,8.0,29.0,4.7,Unknown,49.0,0.5,16.5,50.0,0.0,1.3,38.07,0,Moderate,5000,1903.5
,407,8.09,Fog,Low,Evening,car,delivery,22.0,80.0,0.1,22.0,2.0,29.0,4.7,Unknown,56.0,0.25,16.5,25.0,0.0,0.8,20.91,0,Low,5000,1045.5
,503,6.54,Clear,Medium,Night,cycle,delivery,29.0,45.0,0.0,10.0,7.0,29.0,4.7,Unknown,39.0,0.5,0.0,50.0,0.0,1.5,27.07,0,Low,5000,1353.5
,48,10.64,Clear,Medium,Afternoon,scooter,delivery,29.0,45.0,0.0,14.0,5.0,29.0,4.7,Unknown,45.0,0.5,0.0,50.0,0.0,1.3,25.05,0,Low,5000,1252.5
,33,1.77,Clear,Medium,Evening,cycle,delivery,29.0,45.0,0.0,14.0,9.0,29.0,4.7,Unknown,22.0,0.5,0.0,50.0,0.0,1.5,23.31,0,Low,5000,1165.4999999999998
,780,13.0,Fog,Low,Evening,cycle,delivery,22.0,80.0,0.1,25.0,7.0,29.0,4.7,Unknown,77.0,0.25,16.5,25.0,0.0,1.5,24.01,0,Low,5000,1200.5
,840,12.83,Clear,Low,Evening,cycle,delivery,29.0,45.0,0.0,5.0,8.0,29.0,4.7,Unknown,50.0,0.25,0.0,25.0,0.0,1.5,14.05,0,Low,5000,702.5000000000001
,201,13.02,Snow,High,Afternoon,car,delivery,0.0,88.0,1.5,6.0,9.0,29.0,4.7,Unknown,65.0,0.75,58.1,75.0,0.0,0.8,48.17,1,Moderate,5000,2408.5
,135,18.89,Rain,Medium,Morning,scooter,delivery,24.0,85.0,2.5,22.0,1.0,29.0,4.7,Unknown,74.0,0.5,27.5,50.0,0.0,1.3,31.07,0,Moderate,5000,1553.4999999999998
,28,10.53,Fog,High,Evening,cycle,delivery,22.0,80.0,0.1,25.0,8.0,29.0,4.7,Unknown,72.0,0.75,16.5,75.0,0.0,1.5,41.47,1,Moderate,5000,2073.5
,881,5.01,Rain,Low,Afternoon,cycle,delivery,24.0,85.0,2.5,10.0,5.0,29.0,4.7,Unknown,31.0,0.25,27.5,25.0,0.0,1.5,25.77,0,Low,5000,1288.5
,231,16.0,Fog,Medium,Afternoon,scooter,delivery,22.0,80.0,0.1,13.0,3.0,29.0,4.7,Unknown,65.0,0.5,16.5,50.0,0.0,1.3,29.97,0,Low,5000,1498.4999999999998
,490,17.86,Clear,Low,Afternoon,scooter,delivery,29.0,45.0,0.0,16.0,8.0,29.0,4.7,Unknown,83.0,0.25,0.0,25.0,0.0,1.3,15.22,0,Low,5000,761.0
,773,2.99,Fog,High,Afternoon,cycle,delivery,22.0,80.0,0.1,9.0,5.0,29.0,4.7,Unknown,90.0,0.75,16.5,75.0,0.0,1.5,37.27,1,Moderate,5000,1863.5000000000002
,379,16.38,Clear,Medium,Morning,cycle,delivery,29.0,45.0,0.0,6.0,2.0,29.0,4.7,Unknown,51.0,0.5,0.0,50.0,0.0,1.5,23.66,0,Low,5000,1183.0
,289,6.09,Clear,Medium,Night,cycle,delivery,29.0,45.0,0.0,7.0,4.0,29.0,4.7,Unknown,27.0,0.5,0.0,50.0,0.0,1.5,23.76,0,Low,5000,1188.0
,419,13.61,Clear,Low,Morning,cycle,delivery,29.0,45.0,0.0,26.0,0.0,29.0,4.7,Unknown,66.0,0.25,0.0,25.0,0.0,1.5,13.44,0,Low,5000,672.0
,675,8.5,Snow,High,Evening,cycle,delivery,0.0,88.0,1.5,14.0,7.0,29.0,4.7,Unknown,56.0,0.75,58.1,75.0,0.0,1.5,53.08,1,Moderate,5000,2653.9999999999995
,392,8.55,Clear,Low,Evening,scooter,delivery,29.0,45.0,0.0,28.0,8.0,29.0,4.7,Unknown,46.0,0.25,0.0,25.0,0.0,1.3,13.09,0,Low,5000,654.4999999999999
,593,4.05,Clear,Medium,Afternoon,scooter,delivery,29.0,45.0,0.0,21.0,5.0,29.0,4.7,Unknown,39.0,0.5,0.0,50.0,0.0,1.3,25.16,0,Low,5000,1258.0
,499,19.5,Clear,High,Morning,cycle,delivery,29.0,45.0,0.0,18.0,2.0,29.0,4.7,Unknown,73.0,0.75,0.0,75.0,0.0,1.5,35.07,0,Moderate,5000,1753.5
,139,7.59,Clear,Medium,Afternoon,scooter,delivery,29.0,45.0,0.0,16.0,3.0,29.0,4.7,Unknown,37.0,0.5,0.0,50.0,0.0,1.3,21.41,0,Low,5000,1070.5
,63,16.66,Snow,High,Afternoon,scooter,delivery,0.0,88.0,1.5,29.0,7.0,29.0,4.7,Unknown,95.0,0.75,58.1,75.0,0.0,1.3,52.5,1,Moderate,5000,2625.0
,472,19.41,Snow,High,Evening,car,delivery,0.0,88.0,1.5,21.0,3.0,29.0,4.7,Unknown,100.0,0.75,58.1,75.0,0.0,0.8,54.3,1,Moderate,5000,2714.9999999999995
,648,13.74,Fog,Medium,Afternoon,cycle,delivery,22.0,80.0,0.1,6.0,1.0,29.0,4.7,Unknown,56.0,0.5,16.5,50.0,0.0,1.5,28.81,0,Low,5000,1440.4999999999998
,129,0.64,Clear,High,Night,cycle,delivery,29.0,45.0,0.0,10.0,3.0,29.0,4.7,Unknown,24.0,0.75,0.0,75.0,0.0,1.5,34.6,1,Moderate,5000,1730.0000000000002
,977,12.1,Clear,High,Afternoon,cycle,delivery,29.0,45.0,0.0,11.0,0.0,29.0,4.7,Unknown,53.0,0.75,0.0,75.0,0.0,1.5,33.96,0,Moderate,5000,1698.0
,521,12.09,Clear,Medium,Morning,car,delivery,29.0,45.0,0.0,13.0,1.0,29.0,4.7,Unknown,60.0,0.5,0.0,50.0,0.0,0.8,23.69,0,Low,5000,1184.5
,839,11.82,Windy,Medium,Night,cycle,delivery,23.0,55.0,0.0,24.0,7.0,29.0,4.7,Unknown,77.0,0.5,7.0,50.0,0.0,1.5,28.04,0,Low,5000,1402.0
,963,5.28,Fog,Low,Morning,cycle,delivery,22.0,80.0,0.1,27.0,6.0,29.0,4.7,Unknown,53.0,0.25,16.5,25.0,0.0,1.5,21.16,0,Low,5000,1058.0
,65,5.98,Clear,Low,Evening,car,delivery,29.0,45.0,0.0,22.0,9.0,29.0,4.7,Unknown,35.0,0.25,0.0,25.0,0.0,0.8,12.88,0,Low,5000,644.0
,813,2.93,Clear,Medium,Morning,cycle,delivery,29.0,45.0,0.0,24.0,8.0,29.0,4.7,Unknown,94.0,0.5,0.0,50.0,0.0,1.5,25.16,0,Low,5000,1258.0
,15,4.05,Snow,Medium,Evening,scooter,delivery,0.0,88.0,1.5,19.0,2.0,29.0,4.7,Unknown,50.0,0.5,58.1,50.0,0.0,1.3,44.16,1,Moderate,5000,2208.0
,157,13.61,Clear,Low,Nan,scooter,delivery,29.0,45.0,0.0,12.0,2.0,29.0,4.7,Unknown,43.0,0.25,0.0,25.0,0.0,1.3,12.61,0,Low,5000,630.5
,41,2.88,Rain,Medium,Morning,car,delivery,24.0,85.0,2.5,16.0,4.0,29.0,4.7,Unknown,41.0,0.5,27.5,50.0,0.0,0.8,33.61,0,Moderate,5000,1680.5
,493,5.91,Clear,Medium,Evening,scooter,delivery,29.0,45.0,0.0,29.0,4.0,29.0,4.7,Unknown,57.0,0.5,0.0,50.0,0.0,1.3,26.13,0,Low,5000,1306.4999999999998
,380,6.0,Rain,Medium,Evening,scooter,delivery,24.0,85.0,2.5,21.0,2.0,29.0,4.7,Unknown,47.0,0.5,27.5,50.0,0.0,1.3,31.53,0,Moderate,5000,1576.5000000000002
